idencuesta,ola,ola_num,muestra,estrato_disenno,segmento_disenno,ponderador02,m0_sexo,m02,m01,m36,m0_edad,n_visitas_entr,responde,m02_fac,m01_fac,m36_fac
7404021,2017,1,1,Ciudades Medianas,740402,0.564285337924957,1,1,4,,37,1,1,Trabajo Remunerado,Media,
7404021,2018,2,1,Ciudades Medianas,740402,0.127025485038757,1,1,8,4,39,4,1,Trabajo Remunerado,Universitaria,Soltero
7404021,2019,3,1,Ciudades Medianas,740402,0.394309610128403,1,1,8,2,40,5,1,Trabajo Remunerado,Universitaria,En Pareja
7404021,2021,5,1,Ciudades Medianas,740402,,,,,,,,0,,,
7404021,2022,6,1,Ciudades Medianas,740402,,,,,,,,0,,,
7404031,2016,0,1,Ciudades Medianas,740403,0.273000001907349,2,2,6,4,38,1,1,Trabajo Remunerado,Técnica,Soltero
7404031,2017,1,1,Ciudades Medianas,740403,0.232241362333298,2,2,6,,39,3,1,Trabajo Remunerado,Técnica,
7404031,2018,2,1,Ciudades Medianas,740403,0.181787356734276,2,7,5,2,40,5,1,Trabajo Doméstico No Remunerado,Media,En Pareja
7404031,2019,3,1,Ciudades Medianas,740403,0.17029270529747,2,7,6,2,41,5,1,Trabajo Doméstico No Remunerado,Técnica,En Pareja
7404031,2021,5,1,Ciudades Medianas,740403,0.11457733809948,2,7,5,2,43,5,1,Trabajo Doméstico No Remunerado,Media,En Pareja
7404031,2022,6,1,Ciudades Medianas,740403,0.214319437742233,2,2,5,2,44,,1,Trabajo Remunerado,Media,En Pareja
7404033,2016,0,1,Ciudades Medianas,740403,0.273000001907349,2,7,5,1,65,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
7404033,2017,1,1,Ciudades Medianas,740403,0.232241362333298,2,5,5,,65,1,1,Jubilado,Media,
7404033,2018,2,1,Ciudades Medianas,740403,0.181787356734276,2,5,5,1,67,5,1,Jubilado,Media,En Pareja
7404033,2019,3,1,Ciudades Medianas,740403,0.17029270529747,2,5,5,1,68,5,1,Jubilado,Media,En Pareja
7404033,2021,5,1,Ciudades Medianas,740403,0.152769789099693,2,5,4,1,69,2,1,Jubilado,Media,En Pareja
7404033,2022,6,1,Ciudades Medianas,740403,0.142879635095596,2,5,5,1,71,,1,Jubilado,Media,En Pareja
7404041,2016,0,1,Ciudades Medianas,740404,0.615000009536743,1,1,2,2,60,2,1,Trabajo Remunerado,Básica,En Pareja
7404041,2017,1,1,Ciudades Medianas,740404,,,,,,,,0,,,
7404041,2018,2,1,Ciudades Medianas,740404,0.38107642531395,1,5,2,2,70,4,1,Jubilado,Básica,En Pareja
7404041,2019,3,1,Ciudades Medianas,740404,0.131436541676521,1,5,2,1,71,6,1,Jubilado,Básica,En Pareja
7404041,2021,5,1,Ciudades Medianas,740404,,,,,,,,0,,,
7404041,2022,6,1,Ciudades Medianas,740404,,,,,,,,0,,,
7404043,2016,0,1,Ciudades Medianas,740404,0.273000001907349,2,1,5,2,26,2,1,Trabajo Remunerado,Media,En Pareja
7404043,2017,1,1,Ciudades Medianas,740404,0.464482724666596,2,1,5,,27,3,1,Trabajo Remunerado,Media,
7404043,2018,2,1,Ciudades Medianas,740404,0.181787326931953,2,1,5,2,28,2,1,Trabajo Remunerado,Media,En Pareja
7404043,2019,3,1,Ciudades Medianas,740404,0.127719551324844,2,1,5,2,30,3,1,Trabajo Remunerado,Media,En Pareja
7404043,2021,5,1,Ciudades Medianas,740404,0.229154720902443,2,3,6,2,31,2,1,Trabajo Remunerado,Técnica,En Pareja
7404043,2022,6,1,Ciudades Medianas,740404,,,,,,,,0,,,
7404051,2016,0,1,Ciudades Medianas,740405,0.819999992847443,1,1,5,1,45,2,1,Trabajo Remunerado,Media,En Pareja
7404051,2017,1,1,Ciudades Medianas,740405,0.67714250087738,1,1,5,,46,4,1,Trabajo Remunerado,Media,
7404051,2018,2,1,Ciudades Medianas,740405,0.254050970077515,1,8,5,1,47,1,1,Otras Categorías,Media,En Pareja
7404051,2019,3,1,Ciudades Medianas,740405,0.394309610128403,1,5,7,1,48,3,1,Jubilado,Técnica,En Pareja
7404051,2021,5,1,Ciudades Medianas,740405,,,,,,,,0,,,
7404051,2022,6,1,Ciudades Medianas,740405,0.484497934579849,1,5,5,1,51,,1,Jubilado,Media,En Pareja
7404061,2016,0,1,Ciudades Medianas,740406,0.136000007390976,2,1,9,4,30,1,1,Trabajo Remunerado,Universitaria,Soltero
7404061,2017,1,1,Ciudades Medianas,740406,0.116120681166649,2,1,9,,31,6,1,Trabajo Remunerado,Universitaria,
7404061,2018,2,1,Ciudades Medianas,740406,0.0908936634659767,2,1,9,4,32,6,1,Trabajo Remunerado,Universitaria,Soltero
7404061,2019,3,1,Ciudades Medianas,740406,0.127719536423683,2,1,9,4,34,3,1,Trabajo Remunerado,Universitaria,Soltero
7404061,2021,5,1,Ciudades Medianas,740406,0.11457733809948,2,1,9,4,35,5,1,Trabajo Remunerado,Universitaria,Soltero
7404061,2022,6,1,Ciudades Medianas,740406,,,,,,,,0,,,
7404062,2016,0,1,Ciudades Medianas,740406,0.409999996423721,1,1,5,2,30,2,1,Trabajo Remunerado,Media,En Pareja
7404062,2017,1,1,Ciudades Medianas,740406,0.33857125043869,1,1,5,,31,4,1,Trabajo Remunerado,Media,
7404062,2018,2,1,Ciudades Medianas,740406,0.254050970077515,1,1,5,4,32,2,1,Trabajo Remunerado,Media,Soltero
7404062,2019,3,1,Ciudades Medianas,740406,0.52574610710144,1,1,5,2,33,6,1,Trabajo Remunerado,Media,En Pareja
7404062,2021,5,1,Ciudades Medianas,740406,0.482720762491226,1,1,5,4,34,2,1,Trabajo Remunerado,Media,Soltero
7404062,2022,6,1,Ciudades Medianas,740406,1.29199433326721,1,2,5,2,36,,1,Trabajo Remunerado,Media,En Pareja
7404071,2016,0,1,Ciudades Medianas,740407,0.273000001907349,2,1,7,1,30,2,1,Trabajo Remunerado,Técnica,En Pareja
7404071,2017,1,1,Ciudades Medianas,740407,0.232241362333298,2,1,7,,31,4,1,Trabajo Remunerado,Técnica,
7404071,2018,2,1,Ciudades Medianas,740407,0.181787326931953,2,1,7,1,32,6,1,Trabajo Remunerado,Técnica,En Pareja
7404071,2019,3,1,Ciudades Medianas,740407,0.212865889072418,2,1,7,1,34,3,1,Trabajo Remunerado,Técnica,En Pareja
7404071,2021,5,1,Ciudades Medianas,740407,0.190962240099907,2,1,7,1,35,6,1,Trabajo Remunerado,Técnica,En Pareja
7404071,2022,6,1,Ciudades Medianas,740407,0.285759270191193,2,1,7,7,36,,1,Trabajo Remunerado,Técnica,Soltero
7404073,2016,0,1,Ciudades Medianas,740407,0.615000009536743,1,5,3,8,67,2,1,Jubilado,Básica,Soltero
7404073,2017,1,1,Ciudades Medianas,740407,0.507856845855713,1,5,4,,68,2,1,Jubilado,Media,
7404073,2018,2,1,Ciudades Medianas,740407,0.38107642531395,1,5,3,2,69,2,1,Jubilado,Básica,En Pareja
7404073,2019,3,1,Ciudades Medianas,740407,0.26287305355072,1,5,3,2,70,4,1,Jubilado,Básica,En Pareja
7404073,2021,5,1,Ciudades Medianas,740407,0.241360381245613,1,2,3,2,72,6,1,Trabajo Remunerado,Básica,En Pareja
7404073,2022,6,1,Ciudades Medianas,740407,0.645997166633606,1,5,3,7,73,,1,Jubilado,Básica,Soltero
7404081,2016,0,1,Ciudades Medianas,740408,0.181999996304512,2,7,9,2,33,1,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
7404081,2017,1,1,Ciudades Medianas,740408,0.154827564954758,2,7,9,,34,2,1,Trabajo Doméstico No Remunerado,Universitaria,
7404081,2018,2,1,Ciudades Medianas,740408,0.181787326931953,2,7,9,2,35,4,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
7404081,2019,3,1,Ciudades Medianas,740408,0.170292720198631,2,7,9,2,37,3,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
7404081,2021,5,1,Ciudades Medianas,740408,0.229154720902443,2,7,9,2,38,4,1,Trabajo Doméstico No Remunerado,Universitaria,En Pareja
7404081,2022,6,1,Ciudades Medianas,740408,0.428638964891434,2,7,9,4,40,,1,Trabajo Doméstico No Remunerado,Universitaria,Soltero
7404082,2016,0,1,Ciudades Medianas,740408,0.273000001907349,1,1,5,1,33,1,1,Trabajo Remunerado,Media,En Pareja
7404082,2017,1,1,Ciudades Medianas,740408,0.225714161992073,1,1,5,,33,7,1,Trabajo Remunerado,Media,
7404082,2018,2,1,Ciudades Medianas,740408,0.254050970077515,1,1,5,1,34,5,1,Trabajo Remunerado,Media,En Pareja
7404082,2019,3,1,Ciudades Medianas,740408,0.131436541676521,1,1,5,8,36,3,1,Trabajo Remunerado,Media,Soltero
7404082,2021,5,1,Ciudades Medianas,740408,0.724081218242645,1,1,5,7,37,9,1,Trabajo Remunerado,Media,Soltero
7404082,2022,6,1,Ciudades Medianas,740408,,,,,,,,0,,,
7404083,2016,0,1,Ciudades Medianas,740408,0.090999998152256,2,1,3,4,54,3,1,Trabajo Remunerado,Básica,Soltero
7404083,2017,1,1,Ciudades Medianas,740408,0.0774137824773789,2,2,3,,54,3,1,Trabajo Remunerado,Básica,
7404083,2018,2,1,Ciudades Medianas,740408,0.0908936634659767,2,7,3,4,56,5,1,Trabajo Doméstico No Remunerado,Básica,Soltero
7404083,2019,3,1,Ciudades Medianas,740408,0.0425731800496578,2,7,3,4,57,4,1,Trabajo Doméstico No Remunerado,Básica,Soltero
7404083,2021,5,1,Ciudades Medianas,740408,,,,,,,,0,,,
7404083,2022,6,1,Ciudades Medianas,740408,0.107159741222858,2,2,3,4,60,,1,Trabajo Remunerado,Básica,Soltero
7404101,2016,0,1,Ciudades Medianas,740410,0.615000009536743,1,2,3,1,51,4,1,Trabajo Remunerado,Básica,En Pareja
7404101,2017,1,1,Ciudades Medianas,740410,0.507856845855713,1,1,4,,52,3,1,Trabajo Remunerado,Media,
7404101,2018,2,1,Ciudades Medianas,740410,0.762152850627899,1,1,4,1,53,2,1,Trabajo Remunerado,Media,En Pareja
7404101,2019,3,1,Ciudades Medianas,740410,0.52574610710144,1,1,3,1,54,3,1,Trabajo Remunerado,Básica,En Pareja
7404101,2021,5,1,Ciudades Medianas,740410,,,,,,,,0,,,
7404101,2022,6,1,Ciudades Medianas,740410,0.484497904777527,1,2,4,1,57,,1,Trabajo Remunerado,Media,En Pareja
7404103,2016,0,1,Ciudades Medianas,740410,0.136000007390976,2,5,2,1,71,3,1,Jubilado,Básica,En Pareja
7404103,2017,1,1,Ciudades Medianas,740410,0.116120681166649,2,5,3,,72,5,1,Jubilado,Básica,
7404103,2018,2,1,Ciudades Medianas,740410,,,,,,,,0,,,
7404103,2019,3,1,Ciudades Medianas,740410,,,,,,,,0,,,
7404103,2021,5,1,Ciudades Medianas,740410,,,,,,,,0,,,
7404103,2022,6,1,Ciudades Medianas,740410,,,,,,,,0,,,
7404111,2016,0,1,Ciudades Medianas,740411,0.409999996423721,1,1,6,4,40,5,1,Trabajo Remunerado,Técnica,Soltero
7404111,2017,1,1,Ciudades Medianas,740411,0.33857125043869,1,2,6,,41,2,1,Trabajo Remunerado,Técnica,
7404111,2018,2,1,Ciudades Medianas,740411,0.254050970077515,1,2,7,4,42,2,1,Trabajo Remunerado,Técnica,Soltero
7404111,2019,3,1,Ciudades Medianas,740411,0.26287305355072,1,2,5,4,43,7,1,Trabajo Remunerado,Media,Soltero
7404111,2021,5,1,Ciudades Medianas,740411,0.241360381245613,1,2,6,4,44,3,1,Trabajo Remunerado,Técnica,Soltero
7404111,2022,6,1,Ciudades Medianas,740411,0.645997166633606,1,2,6,4,46,,1,Trabajo Remunerado,Técnica,Soltero
7404113,2016,0,1,Ciudades Medianas,740411,0.546000003814697,2,2,7,4,31,1,1,Trabajo Remunerado,Técnica,Soltero
7404113,2017,1,1,Ciudades Medianas,740411,0.464482724666596,2,2,7,,31,4,1,Trabajo Remunerado,Técnica,
7404113,2018,2,1,Ciudades Medianas,740411,0.363574713468552,2,6,7,4,32,1,1,Desempleado,Técnica,Soltero
7404113,2019,3,1,Ciudades Medianas,740411,0.127719536423683,2,1,7,2,34,4,1,Trabajo Remunerado,Técnica,En Pareja
7404113,2021,5,1,Ciudades Medianas,740411,0.11457733809948,2,1,7,2,35,4,1,Trabajo Remunerado,Técnica,En Pareja
7404113,2022,6,1,Ciudades Medianas,740411,,,,,,,,0,,,
7404121,2016,0,1,Ciudades Medianas,740412,0.819999992847443,1,1,5,2,55,1,1,Trabajo Remunerado,Media,En Pareja
7404121,2017,1,1,Ciudades Medianas,740412,0.67714250087738,1,2,5,,56,2,1,Trabajo Remunerado,Media,
7404121,2018,2,1,Ciudades Medianas,740412,,,,,,,,0,,,
7404121,2019,3,1,Ciudades Medianas,740412,0.131436541676521,1,2,3,1,59,4,1,Trabajo Remunerado,Básica,En Pareja
7404121,2021,5,1,Ciudades Medianas,740412,,,,,,,,0,,,
7404121,2022,6,1,Ciudades Medianas,740412,,,,,,,,0,,,
7404124,2016,0,1,Ciudades Medianas,740412,0.363999992609024,2,7,4,7,42,1,1,Trabajo Doméstico No Remunerado,Media,Soltero
7404124,2017,1,1,Ciudades Medianas,740412,0.309655129909515,2,7,4,,43,2,1,Trabajo Doméstico No Remunerado,Media,
7404124,2018,2,1,Ciudades Medianas,740412,0.363574653863907,2,7,4,7,44,1,1,Trabajo Doméstico No Remunerado,Media,Soltero
7404124,2019,3,1,Ciudades Medianas,740412,0.255439102649689,2,7,4,7,46,4,1,Trabajo Doméstico No Remunerado,Media,Soltero
7404124,2021,5,1,Ciudades Medianas,740412,0.381924510002136,2,7,4,7,47,3,1,Trabajo Doméstico No Remunerado,Media,Soltero
7404124,2022,6,1,Ciudades Medianas,740412,0.714398264884949,2,6,4,7,49,,1,Desempleado,Media,Soltero
7404131,2016,0,1,Ciudades Medianas,740413,0.181999996304512,2,1,7,7,54,6,1,Trabajo Remunerado,Técnica,Soltero
7404131,2017,1,1,Ciudades Medianas,740413,0.154827564954758,2,1,7,,55,3,1,Trabajo Remunerado,Técnica,
7404131,2018,2,1,Ciudades Medianas,740413,0.181787356734276,2,1,5,7,56,3,1,Trabajo Remunerado,Media,Soltero
7404131,2019,3,1,Ciudades Medianas,740413,0.0851463600993156,2,1,5,7,57,4,1,Trabajo Remunerado,Media,Soltero
7404131,2021,5,1,Ciudades Medianas,740413,0.114577360451221,2,1,7,7,59,3,1,Trabajo Remunerado,Técnica,Soltero
7404131,2022,6,1,Ciudades Medianas,740413,0.142879664897919,2,1,6,1,60,,1,Trabajo Remunerado,Técnica,En Pareja
7404132,2016,0,1,Ciudades Medianas,740413,0.181999996304512,2,7,5,1,59,6,1,Trabajo Doméstico No Remunerado,Media,En Pareja
7404132,2017,1,1,Ciudades Medianas,740413,0.154827564954758,2,1,5,,59,1,1,Trabajo Remunerado,Media,
7404132,2018,2,1,Ciudades Medianas,740413,0.181787356734276,2,7,5,1,61,2,1,Trabajo Doméstico No Remunerado,Media,En Pareja
7404132,2019,3,1,Ciudades Medianas,740413,0.0851463600993156,2,7,5,1,62,5,1,Trabajo Doméstico No Remunerado,Media,En Pareja
7404132,2021,5,1,Ciudades Medianas,740413,0.114577360451221,2,2,5,1,63,2,1,Trabajo Remunerado,Media,En Pareja
7404132,2022,6,1,Ciudades Medianas,740413,0.142879664897919,2,,5,1,65,,1,,Media,En Pareja
7404133,2016,0,1,Ciudades Medianas,740413,0.181999996304512,2,1,5,5,55,1,1,Trabajo Remunerado,Media,Soltero
7404133,2017,1,1,Ciudades Medianas,740413,0.154827564954758,2,1,5,,56,1,1,Trabajo Remunerado,Media,
7404133,2018,2,1,Ciudades Medianas,740413,0.181787356734276,2,1,5,5,57,3,1,Trabajo Remunerado,Media,Soltero
7404133,2019,3,1,Ciudades Medianas,740413,0.127719551324844,2,1,5,5,59,5,1,Trabajo Remunerado,Media,Soltero
7404133,2021,5,1,Ciudades Medianas,740413,,,,,,,,0,,,
7404133,2022,6,1,Ciudades Medianas,740413,0.214319482445717,2,5,5,5,61,,1,Jubilado,Media,Soltero
7404142,2016,0,1,Ciudades Medianas,740414,0.819999992847443,1,1,5,2,23,1,1,Trabajo Remunerado,Media,En Pareja
7404142,2017,1,1,Ciudades Medianas,740414,0.67714250087738,1,1,5,,24,2,1,Trabajo Remunerado,Media,
7404142,2018,2,1,Ciudades Medianas,740414,0.254050970077515,1,1,5,2,25,2,1,Trabajo Remunerado,Media,En Pareja
7404142,2019,3,1,Ciudades Medianas,740414,0.39430958032608,1,1,7,2,26,3,1,Trabajo Remunerado,Técnica,En Pareja
7404142,2021,5,1,Ciudades Medianas,740414,0.362040549516678,1,1,8,1,28,14,1,Trabajo Remunerado,Universitaria,En Pareja
7404142,2022,6,1,Ciudades Medianas,740414,0.484497904777527,1,1,6,2,29,,1,Trabajo Remunerado,Técnica,En Pareja
7404151,2016,0,1,Ciudades Medianas,740415,0.136999994516373,1,1,4,4,47,4,1,Trabajo Remunerado,Media,Soltero
7404151,2017,1,1,Ciudades Medianas,740415,0.112857080996037,1,1,4,,48,6,1,Trabajo Remunerado,Media,
7404151,2018,2,1,Ciudades Medianas,740415,,,,,,,,0,,,
7404151,2019,3,1,Ciudades Medianas,740415,,,,,,,,0,,,
7404151,2021,5,1,Ciudades Medianas,740415,,,,,,,,0,,,
7404151,2022,6,1,Ciudades Medianas,740415,0.484497934579849,1,1,3,4,53,,1,Trabajo Remunerado,Básica,Soltero
7404152,2016,0,1,Ciudades Medianas,740415,0.090999998152256,2,5,4,1,74,3,1,Jubilado,Media,En Pareja
7404152,2017,1,1,Ciudades Medianas,740415,0.0774137824773789,2,5,4,,74,6,1,Jubilado,Media,
7404152,2018,2,1,Ciudades Medianas,740415,0.136340513825417,2,5,4,1,75,1,1,Jubilado,Media,En Pareja
7404152,2019,3,1,Ciudades Medianas,740415,0.255439102649689,2,5,4,1,77,5,1,Jubilado,Media,En Pareja
7404152,2021,5,1,Ciudades Medianas,740415,0.229154720902443,2,2,4,1,78,6,1,Trabajo Remunerado,Media,En Pareja
7404152,2022,6,1,Ciudades Medianas,740415,0.214319482445717,2,5,4,1,79,,1,Jubilado,Media,En Pareja
7404153,2016,0,1,Ciudades Medianas,740415,0.273000001907349,2,1,9,4,41,5,1,Trabajo Remunerado,Universitaria,Soltero
7404153,2017,1,1,Ciudades Medianas,740415,0.232241332530975,2,1,9,,42,3,1,Trabajo Remunerado,Universitaria,
7404153,2018,2,1,Ciudades Medianas,740415,0.409021496772766,2,1,9,8,44,1,1,Trabajo Remunerado,Universitaria,Soltero
7404153,2019,3,1,Ciudades Medianas,740415,,,,,,,,0,,,
7404153,2021,5,1,Ciudades Medianas,740415,,,,,,,,0,,,
7404153,2022,6,1,Ciudades Medianas,740415,,,,,,,,0,,,
7404161,2016,0,1,Ciudades Medianas,740416,0.273000001907349,1,5,2,4,66,3,1,Jubilado,Básica,Soltero
7404161,2017,1,1,Ciudades Medianas,740416,0.225714191794395,1,5,2,,67,3,1,Jubilado,Básica,
7404161,2018,2,1,Ciudades Medianas,740416,0.127025485038757,1,5,2,4,68,3,1,Jubilado,Básica,Soltero
7404161,2019,3,1,Ciudades Medianas,740416,0.131436541676521,1,5,2,4,69,3,1,Jubilado,Básica,Soltero
7404161,2021,5,1,Ciudades Medianas,740416,0.120680198073387,1,5,2,4,71,5,1,Jubilado,Básica,Soltero
7404161,2022,6,1,Ciudades Medianas,740416,,,,,,,,0,,,
7404162,2016,0,1,Ciudades Medianas,740416,0.363999992609024,2,7,4,1,67,4,1,Trabajo Doméstico No Remunerado,Media,En Pareja
7404162,2017,1,1,Ciudades Medianas,740416,0.309655159711838,2,5,4,,68,4,1,Jubilado,Media,
7404162,2018,2,1,Ciudades Medianas,740416,0.181787356734276,2,5,4,5,69,2,1,Jubilado,Media,Soltero
7404162,2019,3,1,Ciudades Medianas,740416,0.0425731800496578,2,5,4,5,71,3,1,Jubilado,Media,Soltero
7404162,2021,5,1,Ciudades Medianas,740416,0.0381924547255039,2,5,4,5,72,2,1,Jubilado,Media,Soltero
7404162,2022,6,1,Ciudades Medianas,740416,0.428638935089111,2,5,4,5,73,,1,Jubilado,Media,Soltero
7404171,2016,0,1,Ciudades Medianas,740417,0.181999996304512,2,1,5,4,54,1,1,Trabajo Remunerado,Media,Soltero
7404171,2017,1,1,Ciudades Medianas,740417,0.154827564954758,2,1,5,,55,1,1,Trabajo Remunerado,Media,
7404171,2018,2,1,Ciudades Medianas,740417,0.181787326931953,2,1,7,4,56,3,1,Trabajo Remunerado,Técnica,Soltero
7404171,2019,3,1,Ciudades Medianas,740417,0.0851463526487351,2,1,7,4,57,3,1,Trabajo Remunerado,Técnica,Soltero
7404171,2021,5,1,Ciudades Medianas,740417,0.0763848945498467,2,1,7,4,58,4,1,Trabajo Remunerado,Técnica,Soltero
7404171,2022,6,1,Ciudades Medianas,740417,0.642958343029022,2,1,7,4,60,,1,Trabajo Remunerado,Técnica,Soltero
7404172,2016,0,1,Ciudades Medianas,740417,0.181999996304512,2,1,9,1,42,2,1,Trabajo Remunerado,Universitaria,En Pareja
7404172,2017,1,1,Ciudades Medianas,740417,0.154827564954758,2,1,9,,43,3,1,Trabajo Remunerado,Universitaria,
7404172,2018,2,1,Ciudades Medianas,740417,0.181787326931953,2,1,9,1,44,5,1,Trabajo Remunerado,Universitaria,En Pareja
7404172,2019,3,1,Ciudades Medianas,740417,0.127719536423683,2,1,9,1,45,3,1,Trabajo Remunerado,Universitaria,En Pareja
7404172,2021,5,1,Ciudades Medianas,740417,0.11457733809948,2,1,9,1,46,2,1,Trabajo Remunerado,Universitaria,En Pareja
7404172,2022,6,1,Ciudades Medianas,740417,,,,,,,,0,,,
7404173,2016,0,1,Ciudades Medianas,740417,0.273000001907349,1,1,9,1,27,2,1,Trabajo Remunerado,Universitaria,En Pareja
7404173,2017,1,1,Ciudades Medianas,740417,0.225714161992073,1,1,9,,28,5,1,Trabajo Remunerado,Universitaria,
7404173,2018,2,1,Ciudades Medianas,740417,0.254050970077515,1,1,9,1,29,3,1,Trabajo Remunerado,Universitaria,En Pareja
7404173,2019,3,1,Ciudades Medianas,740417,0.52574610710144,1,1,9,1,30,4,1,Trabajo Remunerado,Universitaria,En Pareja
7404173,2021,5,1,Ciudades Medianas,740417,0.482720762491226,1,4,9,1,31,4,1,Otras Categorías,Universitaria,En Pareja
7404173,2022,6,1,Ciudades Medianas,740417,,,,,,,,0,,,
7404183,2016,0,1,Ciudades Medianas,740418,0.546000003814697,2,1,7,1,38,5,1,Trabajo Remunerado,Técnica,En Pareja
7404183,2017,1,1,Ciudades Medianas,740418,0.464482724666596,2,3,6,,39,2,1,Trabajo Remunerado,Técnica,
7404183,2018,2,1,Ciudades Medianas,740418,0.272681027650833,2,1,7,1,40,2,1,Trabajo Remunerado,Técnica,En Pareja
7404183,2019,3,1,Ciudades Medianas,740418,0.170292720198631,2,1,7,1,42,3,1,Trabajo Remunerado,Técnica,En Pareja
7404183,2021,5,1,Ciudades Medianas,740418,0.190962240099907,2,1,7,1,43,5,1,Trabajo Remunerado,Técnica,En Pareja
7404183,2022,6,1,Ciudades Medianas,740418,0.357199102640152,2,1,7,1,45,,1,Trabajo Remunerado,Técnica,En Pareja
7404184,2016,0,1,Ciudades Medianas,740418,0.363999992609024,2,9,3,1,57,1,1,Otras Categorías,Básica,En Pareja
7404184,2017,1,1,Ciudades Medianas,740418,0.309655129909515,2,2,3,,58,3,1,Trabajo Remunerado,Básica,
7404184,2018,2,1,Ciudades Medianas,740418,0.181787356734276,2,7,3,1,59,1,1,Trabajo Doméstico No Remunerado,Básica,En Pareja
7404184,2019,3,1,Ciudades Medianas,740418,0.0851463600993156,2,2,3,1,60,4,1,Trabajo Remunerado,Básica,En Pareja
7404184,2021,5,1,Ciudades Medianas,740418,0.229154706001282,2,9,3,1,62,2,1,Otras Categorías,Básica,En Pareja
7404184,2022,6,1,Ciudades Medianas,740418,0.142879664897919,2,2,3,1,63,,1,Trabajo Remunerado,Básica,En Pareja
7404191,2016,0,1,Ciudades Medianas,740419,0.273000001907349,1,5,4,2,67,1,1,Jubilado,Media,En Pareja
7404191,2017,1,1,Ciudades Medianas,740419,0.33857125043869,1,5,2,,67,2,1,Jubilado,Básica,
7404191,2018,2,1,Ciudades Medianas,740419,0.254050970077515,1,5,3,4,69,2,1,Jubilado,Básica,Soltero
7404191,2019,3,1,Ciudades Medianas,740419,0.39430958032608,1,5,2,7,71,4,1,Jubilado,Básica,Soltero
7404191,2021,5,1,Ciudades Medianas,740419,0.724081099033356,1,5,2,8,71,2,1,Jubilado,Básica,Soltero
7404191,2022,6,1,Ciudades Medianas,740419,0.645997166633606,1,5,2,2,74,,1,Jubilado,Básica,En Pareja
7404192,2016,0,1,Ciudades Medianas,740419,0.136999994516373,1,1,4,8,45,2,1,Trabajo Remunerado,Media,Soltero
7404192,2017,1,1,Ciudades Medianas,740419,0.169285625219345,1,1,2,,45,2,1,Trabajo Remunerado,Básica,
7404192,2018,2,1,Ciudades Medianas,740419,0.127025485038757,1,1,4,2,47,2,1,Trabajo Remunerado,Media,En Pareja
7404192,2019,3,1,Ciudades Medianas,740419,0.13143652677536,1,1,5,8,48,3,1,Trabajo Remunerado,Media,Soltero
7404192,2021,5,1,Ciudades Medianas,740419,,,,,,,,0,,,
7404192,2022,6,1,Ciudades Medianas,740419,,,,,,,,0,,,
7404193,2016,0,1,Ciudades Medianas,740419,0.090999998152256,2,6,5,4,20,2,1,Desempleado,Media,Soltero
7404193,2017,1,1,Ciudades Medianas,740419,,,,,,,,0,,,
7404193,2018,2,1,Ciudades Medianas,740419,,,,,,,,0,,,
7404193,2019,3,1,Ciudades Medianas,740419,,,,,,,,0,,,
7404193,2021,5,1,Ciudades Medianas,740419,,,,,,,,0,,,
7404193,2022,6,1,Ciudades Medianas,740419,,,,,,,,0,,,
7404201,2016,0,1,Ciudades Medianas,740420,0.546999990940094,1,6,5,4,23,3,1,Desempleado,Media,Soltero
7404201,2017,1,1,Ciudades Medianas,740420,0.451428323984146,1,1,4,,23,3,1,Trabajo Remunerado,Media,
7404201,2018,2,1,Ciudades Medianas,740420,0.508101940155029,1,1,5,4,24,4,1,Trabajo Remunerado,Media,Soltero
7404201,2019,3,1,Ciudades Medianas,740420,0.657182633876801,1,1,5,4,25,5,1,Trabajo Remunerado,Media,Soltero
7404201,2021,5,1,Ciudades Medianas,740420,0.362040579319,1,6,5,4,26,2,1,Desempleado,Media,Soltero
7404201,2022,6,1,Ciudades Medianas,740420,0.645997226238251,1,1,5,4,28,,1,Trabajo Remunerado,Media,Soltero
